at,score,content,content_bersih,label_sentimen,content_final
2025-06-16 14:50:04,1,apk gajelas mau log in gabisa gila,apk gajelas mau log in gabisa gila,Negatif,apk gajelas log in gabisa gila
2025-06-16 13:49:37,5,sangat membantu segala sesuatu dengan cara ngirim,sangat membantu segala sesuatu dengan cara ngirim,Positif,bantu ngirim
2025-06-16 07:43:24,3,gimana ceritanya sih User Terkunci mulu. padahal belum lama abis di instal ulang.,gimana ceritanya sih user terkunci mulu padahal belum lama abis di instal ulang,Negatif,gimana cerita sih user kunci mulu abis instal ulang
2025-06-15 16:40:02,1,Makin kesini makin payah,makin kesini makin payah,Negatif,kesini payah
2025-06-15 00:28:11,5,pindah di hp baru,pindah di hp baru,Positif,pindah hp
2025-06-15 00:11:52,1,masalah mulu,masalah mulu,Negatif,mulu
2025-06-14 11:49:43,1,aneh udah 2 bulan gak bisa fitur pembayaran pendidikan,aneh udah bulan gak bisa fitur pembayaran pendidikan,Negatif,aneh udah gak fitur bayar didik
2025-06-14 10:27:28,1,"woyyy bank macam apa ini? bank yg ga bisa transfer ke bank lain. tiap ada uang masuk. langsung hilang. harus lapor sana sini biar balik. klw ga lapor. gtw balik apa engga. giliran mau dipindahin uangnya, ga bisa transfer ke Bank lain. Bank yang autodebet seenaknya jidat. Sebulan bisa sampe 2-3 x tarikan cicilan. bank macam apa begini. pas hari penting tidak bisa dipakai. mending pindah bank yg lebih toleransi. yg ngasih bintang 5,pasti orang dalam.",woyyy bank macam apa ini bank yg ga bisa transfer ke bank lain tiap ada uang masuk langsung hilang harus lapor sana sini biar balik klw ga lapor gtw balik apa engga giliran mau dipindahin uangnya ga bisa transfer ke bank lain bank yang autodebet seenaknya jidat sebulan bisa sampe x tarikan cicilan bank macam apa begini pas hari penting tidak bisa dipakai mending pindah bank yg lebih toleransi yg ngasih bintang pasti orang dalam,Negatif,woyyy yg ga transfer uang masuk langsung hilang lapor biar klw ga lapor gtw engga gilir dipindahin uang ga transfer autodebet jidat bulan sampe x tari cicil pas pakai mending pindah yg toleransi yg ngasih bintang orang
2025-06-13 23:19:40,2,segera diperbaiki transaksi seperti transfer beli pulsa dll mutasi bulanan juga banyak yang salah kadang juga gak keluar semoga cepat diperbaiki semangat,segera diperbaiki transaksi seperti transfer beli pulsa dll mutasi bulanan juga banyak yang salah kadang juga gak keluar semoga cepat diperbaiki semangat,Negatif,baik transaksi transfer beli pulsa dll mutasi bulan salah kadang gak moga cepat baik semangat
2025-06-13 13:26:42,1,"aplikasi paling ga proper, mau login aja data ga ditemukan padahal udah punya rekening dan data udah sesuai dan udah masukin otp beberapa kali yang harus pake pulsa",aplikasi paling ga proper mau login aja data ga ditemukan padahal udah punya rekening dan data udah sesuai dan udah masukin otp beberapa kali yang harus pake pulsa,Negatif,ga proper login aja data ga temu udah rekening data udah sesuai udah masukin otp kali pake pulsa
2025-06-13 07:48:03,1,"baru bikin rekening, pas rekening sudah jadi mau di transfer keterangan rekening tidak valid",baru bikin rekening pas rekening sudah jadi mau di transfer keterangan rekening tidak valid,Negatif,bikin rekening pas rekening transfer terang rekening valid
2025-06-13 01:36:32,5,membantu,membantu,Positif,bantu
2025-06-11 20:21:49,1,mutasi gak bisa notif gak ada apa apa susah pake Jack one ini ampun gak bisa di perbaiki kali ya,mutasi gak bisa notif gak ada apa apa susah pake jack one ini ampun gak bisa di perbaiki kali ya,Negatif,mutasi gak notif gak susah pake jack one ampun gak baik kali ya
2025-06-11 19:19:02,1,"q ris ga bisa, tf ke rek ga bisa, kalah sama bank daerah lainnya, bank sekelas kota jakarta ko begini",q ris ga bisa tf ke rek ga bisa kalah sama bank daerah lainnya bank sekelas kota jakarta ko begini,Negatif,q ris ga tf rek ga kalah daerah kelas kota jakarta ko
2025-06-11 13:39:33,5,baik menyenangkan,baik menyenangkan,Positif,senang
2025-06-11 12:53:22,1,"aplikasi perbankan yang terburuk yg pernah gw pake, sering eror lama. huuffh",aplikasi perbankan yang terburuk yg pernah gw pake sering eror lama huuffh,Negatif,perban buruk yg gw pake eror huuffh
2025-06-11 08:17:02,1,"isi pulsa lewat jakone mobile, 200 ribu, ga masuk2, keterangannya proses terus, wooiiii balikin duit saya, gua beli di tempat lain. aja",isi pulsa lewat jakone mobile ribu ga masuk keterangannya proses terus wooiiii balikin duit saya gua beli di tempat lain aja,Negatif,isi pulsa ribu ga masuk terang proses wooiiii balikin duit gua beli aja
2025-06-10 20:17:28,1,aplikasi nya sdh bagus sdh bisa pembayaran dll. tapi sayang sekali keterbatasan limit nya . bikin susah dan harus terpaksa ke teller terdekat.,aplikasi nya sdh bagus sdh bisa pembayaran dll tapi sayang sekali keterbatasan limit nya bikin susah dan harus terpaksa ke teller terdekat,Negatif,sdh bagus sdh bayar dll sayang batas limit bikin susah paksa teller dekat
2025-06-10 19:44:58,1,"mau daftar mbanking aja susah, apalagi pas make",mau daftar mbanking aja susah apalagi pas make,Negatif,daftar mbanking aja susah pas make
2025-06-10 15:05:27,1,tidak bisa menyambungkan ke rekening yg sudah dibuat,tidak bisa menyambungkan ke rekening yg sudah dibuat,Negatif,sambung rekening yg
2025-06-10 10:36:04,5,aplikasikan sangat membantu.,aplikasikan sangat membantu,Positif,aplikasi bantu
2025-06-10 10:01:01,1,"aplikasi m-banking paling jelek, dari awal mula buka rekening sampai sekarang tdk kunjung bisa di gunakan, padahal pendaftaran sdah di bantu customer servicenya langsung.",aplikasi m banking paling jelek dari awal mula buka rekening sampai sekarang tdk kunjung bisa di gunakan padahal pendaftaran sdah di bantu customer servicenya langsung,Negatif,m banking jelek buka rekening tdk kunjung daftar sdah bantu customer servicenya langsung
2025-06-10 04:57:05,1,aplikasi sangat tidak membantu malah buat susah,aplikasi sangat tidak membantu malah buat susah,Negatif,bantu susah
2025-06-10 03:17:04,4,knp sering error y,knp sering error y,Positif,knp error y
2025-06-09 20:45:03,5,mantap fitur tranfer bank lain udh bisa,mantap fitur tranfer bank lain udh bisa,Positif,mantap fitur tranfer udh
2025-06-09 18:53:32,1,"kalau yang saya baca, pendapatan cuma cuma dari bank dki adalah dari transaksi bank dki ke bank lain 6500/transaksi/orang × total pegawai area jakarta tiap bulan = pendapan cuma cuma bank dki, karena tiap kali menggunakan bank dki utk transaksi apapun pasti bermasalah, sehingga orang akan berpikir utk melakukan transfer ke bank lain yang mereka punya ""smooth criminal""",kalau yang saya baca pendapatan cuma cuma dari bank dki adalah dari transaksi bank dki ke bank lain transaksi orang total pegawai area jakarta tiap bulan pendapan cuma cuma bank dki karena tiap kali menggunakan bank dki utk transaksi apapun pasti bermasalah sehingga orang akan berpikir utk melakukan transfer ke bank lain yang mereka punya smooth criminal,Negatif,baca dapat transaksi transaksi orang total pegawai area jakarta dap kali utk transaksi apa masalah orang pikir utk transfer smooth criminal
2025-06-09 13:55:48,2,"terdapat bug dimana saat ingin mengaktivasi Akun Jakone(sudah memiliki rekening), Flownya setelah memilih opsi YA (sudah punya rekening b.dki), malah sama dengan opsi memilih tidak memiliki rekening, otomatis masuknya ke menu isi data diri seperti buat baru. bug yg sangat mengganggu, ingin aktivasi akun malah masuk menu bikin baru. tolong segera diperbaiki !",terdapat bug dimana saat ingin mengaktivasi akun jakone sudah memiliki rekening flownya setelah memilih opsi ya sudah punya rekening b dki malah sama dengan opsi memilih tidak memiliki rekening otomatis masuknya ke menu isi data diri seperti buat baru bug yg sangat mengganggu ingin aktivasi akun malah masuk menu bikin baru tolong segera diperbaiki,Negatif,bug mana mengaktivasi akun milik rekening flownya pilih opsi ya rekening b opsi pilih milik rekening otomatis masuk menu isi data bug yg ganggu aktivasi akun masuk menu bikin tolong baik
2025-06-09 12:26:49,1,ganti hape registrasi ulang eror 0404 terussss.. help,ganti hape registrasi ulang eror terussss help,Negatif,ganti hape registrasi ulang eror terussss help
2025-06-09 11:57:40,5,sangat membantu dam memudahan dlm segala hal.. semoga bnyk diskon untuk pembelian pulsa atau token,sangat membantu dam memudahan dlm segala hal semoga bnyk diskon untuk pembelian pulsa atau token,Positif,bantu dam mudah dlm moga bnyk diskon beli pulsa token
2025-06-08 20:35:12,1,"aplikasi m banking paling gblkk!! udh beli pulsa via m banking dki. ga masuk2, keterangannya sedang proses terus.. WOY BODOH! gua butuh paket data, dan gua beli via m banking tuh biar lebih cepat dan dapat menghemat waktu. bukannya lebih cepat malah kelamaan!!",aplikasi m banking paling gblkk udh beli pulsa via m banking dki ga masuk keterangannya sedang proses terus woy bodoh gua butuh paket data dan gua beli via m banking tuh biar lebih cepat dan dapat menghemat waktu bukannya lebih cepat malah kelamaan,Negatif,m banking gblkk udh beli pulsa via m banking ga masuk terang proses woy bodoh gua butuh paket data gua beli via m banking tuh biar cepat hemat cepat
2025-06-08 15:34:21,1,ganti HP malah data tidak ditemukan,ganti hp malah data tidak ditemukan,Negatif,ganti hp data temu
2025-06-08 05:13:20,1,Kode OTP 6 digit Tidak Terkirim kenapa?,kode otp digit tidak terkirim kenapa,Negatif,kode otp digit kirim
2025-06-07 21:42:29,1,masa data anda tidak sesuai terus.. gimana mau daftar nya.. maintenance nya berapa tahun min..,masa data anda tidak sesuai terus gimana mau daftar nya maintenance nya berapa tahun min,Negatif,data sesuai gimana daftar maintenance min
2025-06-07 21:36:51,1,susah banget daftar nya padahal saya Disabilitas penerima KPDJ inginnya gunakan rekening buat transaksi lainnya bukan hanya sekedar mendapat KPDJ,susah banget daftar nya padahal saya disabilitas penerima kpdj inginnya gunakan rekening buat transaksi lainnya bukan hanya sekedar mendapat kpdj,Negatif,susah banget daftar disabilitas terima kpdj ingin rekening transaksi dar kpdj
2025-06-07 14:19:29,5,ok bagat,ok bagat,Positif,ok bagat
2025-06-06 15:43:55,1,"beli pulsa, saldo kepotong pulsa tidak masuk",beli pulsa saldo kepotong pulsa tidak masuk,Negatif,beli pulsa saldo potong pulsa masuk
2025-06-06 01:54:33,1,"mau login kok gabisa padahal udh masukin no HP, tp gak ada notif kode otp padahal baru isi pulsa gak bener bgtt nih aplk padahal mau liat rek gak bisa"" selalu gagal trus kolo mau login ck",mau login kok gabisa padahal udh masukin no hp tp gak ada notif kode otp padahal baru isi pulsa gak bener bgtt nih aplk padahal mau liat rek gak bisa selalu gagal trus kolo mau login ck,Negatif,login gabisa udh masukin no hp tp gak notif kode otp isi pulsa gak bener bgtt nih aplk liat rek gak gagal trus kolo login ck
2025-06-06 00:43:32,1,"kenapa ya sudah instal aplikasi ini, sudah masukin nomer hp & pulsa nya ada tapi tidak bisa masuk ke aplikasi ini?",kenapa ya sudah instal aplikasi ini sudah masukin nomer hp pulsa nya ada tapi tidak bisa masuk ke aplikasi ini,Negatif,ya instal masukin nomer hp pulsa masuk
2025-06-05 20:31:21,1,"ada aja setiap mah transaksi, eror mulu,kalo ngga niat mah jangan nyusahin minimal",ada aja setiap mah transaksi eror mulu kalo ngga niat mah jangan nyusahin minimal,Negatif,aja mah transaksi eror mulu kalo ngga niat mah nyusahin minimal
2025-06-05 20:13:39,1,tidak bisa digunakan kode otp tidak terkirim,tidak bisa digunakan kode otp tidak terkirim,Negatif,kode otp kirim
2025-06-05 11:19:06,1,"jam 11:15 saya sdh kali beli pulsa via jakone mobile,saldo ke potong terus padahal di nomor yg d tuju belum masuk",jam saya sdh kali beli pulsa via jakone mobile saldo ke potong terus padahal di nomor yg d tuju belum masuk,Negatif,jam sdh kali beli pulsa via saldo potong nomor yg d tuju masuk
2025-06-05 02:39:27,1,"aplikasi sampah, menyulitkan orang tidak bisa di akses sama sekali ketika di butuhkan",aplikasi sampah menyulitkan orang tidak bisa di akses sama sekali ketika di butuhkan,Negatif,sampah sulit orang akses butuh
2025-06-04 23:28:27,1,"mbanking kocak, tf ke bank lain gabisa! gua mau tf 3jt aja di kata lebihin limit eh pas ke atm buat tf lngsung bisa, terus guna nya ada mbanking ini buat apa? terus nerima tf an dari bank lain gabisa juga dibilang rekening penerima ga valid, haduh kocak²!!! pliees dah buat lu pada kalo ini aplikasi masih kocak kasih rating yg bener 1 aje jangan 5 paul.. biar cepet mikir direksinya buat benerin ni aplikasi!!!",mbanking kocak tf ke bank lain gabisa gua mau tf jt aja di kata lebihin limit eh pas ke atm buat tf lngsung bisa terus guna nya ada mbanking ini buat apa terus nerima tf an dari bank lain gabisa juga dibilang rekening penerima ga valid haduh kocak² pliees dah buat lu pada kalo ini aplikasi masih kocak kasih rating yg bener aje jangan paul biar cepet mikir direksinya buat benerin ni aplikasi,Negatif,mbanking kocak tf gabisa gua tf jt aja lebihin limit eh pas atm tf lngsung mbanking nerima tf an gabisa bilang rekening terima ga valid haduh kocak pliees dah lu kalo kocak kasih rating yg bener aje paul biar cepet mikir direksi benerin ni
2025-06-04 19:44:58,3,sudah punya rekening tapi disuruh selalu scan,sudah punya rekening tapi disuruh selalu scan,Negatif,rekening suruh scan
2025-06-04 18:42:43,1,"transfer 1x dari jakone mobile, ternyata saldo kepotong 2x, di bank tujuan hanya masuk 1x. kemana saldo yang kepotong? sampe sekarang belum balik ke rekening. transaksi dasar aja engga bener, parah sih ni aplilasi. kalo engga kepaksa engga bakal pake ni apk semoga dana saya bisa balik lahgi.",transfer x dari jakone mobile ternyata saldo kepotong x di bank tujuan hanya masuk x kemana saldo yang kepotong sampe sekarang belum balik ke rekening transaksi dasar aja engga bener parah sih ni aplilasi kalo engga kepaksa engga bakal pake ni apk semoga dana saya bisa balik lahgi,Negatif,transfer x saldo potong x tuju masuk x mana saldo potong sampe rekening transaksi dasar aja engga bener parah sih ni aplilasi kalo engga paksa engga pake ni apk moga dana lahgi
2025-06-04 18:09:42,1,"selalu gagal verifikasi data, data yg di isi sudah benar semua, coba berkala sudah berbulan bulan masih aja gagal verifikasi data.",selalu gagal verifikasi data data yg di isi sudah benar semua coba berkala sudah berbulan bulan masih aja gagal verifikasi data,Negatif,gagal verifikasi data data yg isi coba kala bulan aja gagal verifikasi data
2025-06-04 15:48:59,1,"kode OTP tidak mau terkirim, sudah mencoba berkali-kali. Oh iya pulsa saya juga masih tersisa 6k.",kode otp tidak mau terkirim sudah mencoba berkali kali oh iya pulsa saya juga masih tersisa k,Negatif,kode otp kirim coba kali kali oh iya pulsa sisa k
2025-06-04 13:19:46,4,"sudah beberapa hari ini buka mbangking ga bisa padahal internetnya kuat,selalu periksa jaringan internet?",sudah beberapa hari ini buka mbangking ga bisa padahal internetnya kuat selalu periksa jaringan internet,Positif,buka mbangking ga internetnya kuat periksa jaring internet
2025-06-04 08:46:10,1,"dari lebaran idul fitri sampai mau lebaran idul adha...m-banking masih bermasalah terus, bubar deh nasabah",dari lebaran idul fitri sampai mau lebaran idul adha m banking masih bermasalah terus bubar deh nasabah,Negatif,lebaran idul fitri lebaran idul adha m banking masalah bubar deh nasabah
2025-06-04 00:14:48,1,"tengah malam token habis, m-banking gak berguna sama sekali buat topup, klo bukan karena ada perlunya aja udah hapus nih, nanya ke CS online atau KCP juga ga guna ini scorenya 11/100",tengah malam token habis m banking gak berguna sama sekali buat topup klo bukan karena ada perlunya aja udah hapus nih nanya ke cs online atau kcp juga ga guna ini scorenya,Negatif,malam token habis m banking gak guna topup klo aja udah hapus nih nanya cs online kcp ga scorenya
2025-06-03 19:11:52,1,"update 3 juni 2025 nih saudara. transfer ke rekening lain gagal mulu, isi pulsa gagal terus, jackpot nya tuh ke ATM di Margonda Depok sering di Prank sering banget gak bisa ambil duit. gilak gak tuh Saudara. sumpah gila.",update juni nih saudara transfer ke rekening lain gagal mulu isi pulsa gagal terus jackpot nya tuh ke atm di margonda depok sering di prank sering banget gak bisa ambil duit gilak gak tuh saudara sumpah gila,Negatif,update juni nih saudara transfer rekening gagal mulu isi pulsa gagal jackpot tuh atm margonda depok prank banget gak ambil duit gilak gak tuh saudara sumpah gila
2025-06-03 09:36:48,1,"Aplikasi gak siap dipakai untuk transaksi mending pakai yg lama aja, transfer ke beda bank masih tetap gak bisa",aplikasi gak siap dipakai untuk transaksi mending pakai yg lama aja transfer ke beda bank masih tetap gak bisa,Negatif,gak pakai transaksi mending pakai yg aja transfer beda gak
2025-06-03 09:23:01,1,stak di logo gabisa login payah banget,stak di logo gabisa login payah banget,Negatif,stak logo gabisa login payah banget
2025-06-03 09:21:23,1,Layanan BI fastnya kenapa hilang...kalo mau transfer kelain bank biaya nya jadi mahal....,layanan bi fastnya kenapa hilang kalo mau transfer kelain bank biaya nya jadi mahal,Negatif,layan bi fastnya hilang kalo transfer lain biaya mahal
2025-06-03 08:10:20,1,"pindah device ribet ga bisa2,ampe ke bank nya langsung ga ada solusi malah suruh nyoba lagi nanti, bank sebelah di bantu ga nyampe 5 menit kelar,sayang gajian harus disini,klo ga mah udh males",pindah device ribet ga bisa ampe ke bank nya langsung ga ada solusi malah suruh nyoba lagi nanti bank sebelah di bantu ga nyampe menit kelar sayang gajian harus disini klo ga mah udh males,Negatif,pindah device ribet ga ampe langsung ga solusi suruh nyoba belah bantu ga nyampe menit kelar sayang gaji klo ga mah udh males
2025-06-03 02:01:12,1,viturnya cuman bisa transfer antar bank DKI tuh aneh banget sih wkwkwk. mau transfer antar bank lain gk bisa tuh lucu banget. 🤣🤣,viturnya cuman bisa transfer antar bank dki tuh aneh banget sih wkwkwk mau transfer antar bank lain gk bisa tuh lucu banget,Negatif,viturnya cuman transfer tuh aneh banget sih wkwkwk transfer gk tuh lucu banget
2025-06-03 01:53:56,1,minus 100.,minus,Negatif,minus
2025-06-03 01:45:17,1,"kalo bukan karena gaji, ga sudi pake ini bank.. karyawan nya juga angkuh, rata disemua cabang.",kalo bukan karena gaji ga sudi pake ini bank karyawan nya juga angkuh rata disemua cabang,Negatif,kalo gaji ga sudi pake karyawan angkuh semua cabang
2025-06-02 23:43:05,1,"baru instal aplikasinya, tapi ga bisa kebuka. Dari siang di coba sampe malem tetep aja ga bisa dibuka aplikasinya",baru instal aplikasinya tapi ga bisa kebuka dari siang di coba sampe malem tetep aja ga bisa dibuka aplikasinya,Negatif,instal aplikasi ga buka siang coba sampe malem tetep aja ga buka aplikasi
2025-06-02 19:45:20,1,buruk sekali sering bermasalah dan gak bisa dibuka.perlu diperbaiki .............,buruk sekali sering bermasalah dan gak bisa dibuka perlu diperbaiki,Negatif,buruk masalah gak buka baik
2025-06-02 18:50:38,1,"aplikasi sampah, kode otp tidak dikirim meskipun sudah mencoba beberapa kali. saya sudah menunggu 30 menit dan hasilnya masih belum dikirim, mohon diperbaiki segera. terimakasih",aplikasi sampah kode otp tidak dikirim meskipun sudah mencoba beberapa kali saya sudah menunggu menit dan hasilnya masih belum dikirim mohon diperbaiki segera terimakasih,Negatif,sampah kode otp kirim coba kali tunggu menit hasil kirim mohon baik terimakasih
2025-06-02 18:36:55,1,"makin hari pelayanan mbanking nya amburadul.. top-up gak berhasil saldo kepotong, komplain via e-mail gak ditanggapi disuruh tlp CC,, terus gunanya dicantumkan email buat apa?? sampah banget aplikasi nya",makin hari pelayanan mbanking nya amburadul top up gak berhasil saldo kepotong komplain via e mail gak ditanggapi disuruh tlp cc terus gunanya dicantumkan email buat apa sampah banget aplikasi nya,Negatif,layan mbanking amburadul top up gak hasil saldo potong komplain via e mail gak tanggap suruh tlp cc guna cantum email sampah banget
2025-06-02 16:33:37,1,"sangaat aneh tiba2 user terkunci gabisa di pake lagi ini aplikasi , capek datang ke teller bank mulu kerjaan nya,",sangaat aneh tiba user terkunci gabisa di pake lagi ini aplikasi capek datang ke teller bank mulu kerjaan nya,Negatif,sangaat aneh user kunci gabisa pake capek teller mulu kerja
2025-06-02 14:06:43,1,"kenapa transfer bank lain tidak bisa, padahal tidak melebihi batas transaksi",kenapa transfer bank lain tidak bisa padahal tidak melebihi batas transaksi,Negatif,transfer lebih batas transaksi
2025-06-02 13:27:39,1,"emng aplikasi gajlas udah bulak balik ke teler ngurus jakone , kaga bisa"" , krna gaji ajh ribet",emng aplikasi gajlas udah bulak balik ke teler ngurus jakone kaga bisa krna gaji ajh ribet,Negatif,emng gajlas udah bulak teler ngurus kaga krna gaji ajh ribet
2025-06-02 10:20:20,1,"Aplikasi gak bisa login, udah ikutin caranya malah nomer tidak terdaftar dalam aplikasi. uninstall aja dah!!",aplikasi gak bisa login udah ikutin caranya malah nomer tidak terdaftar dalam aplikasi uninstall aja dah,Negatif,gak login udah ikutin nomer daftar uninstall aja dah
2025-06-02 07:30:08,1,selalu error BANGKE,selalu error bangke,Negatif,error bangke
2025-06-02 03:49:30,1,"tolong lah di beresin nih apk, mutasi rekening pada ilang",tolong lah di beresin nih apk mutasi rekening pada ilang,Negatif,tolong resin nih apk mutasi rekening ilang
2025-06-01 21:36:26,5,kepada yang terhormat Tolong untuk Sementara ditutup dulu untuk top up dana nya.. karena oknum penipuan dari dana bisa mengetahui saldo kita bisa melalui aplikasi m-bengking dki semisalnya kita top dana limit berarti ada saldonya kalau tidak limit berarti tidak ada saldonya,kepada yang terhormat tolong untuk sementara ditutup dulu untuk top up dana nya karena oknum penipuan dari dana bisa mengetahui saldo kita bisa melalui aplikasi m bengking dki semisalnya kita top dana limit berarti ada saldonya kalau tidak limit berarti tidak ada saldonya,Positif,hormat tolong tutup top up dana oknum tipu dana saldo m bengking top dana limit saldo limit saldo
2025-06-01 19:42:31,5,"alhamdulillah, mudah mudah selalu stabil dan sukses selalu",alhamdulillah mudah mudah selalu stabil dan sukses selalu,Positif,alhamdulillah mudah mudah stabil sukses
2025-06-01 17:06:33,1,sebaiknya kalau bukan pegawai Pemda DKI jgn pernah download aplikasi ini...sampah... minimal orang IT diisi sama yg profesional lah jgn yg Abal abal,sebaiknya kalau bukan pegawai pemda dki jgn pernah download aplikasi ini sampah minimal orang it diisi sama yg profesional lah jgn yg abal abal,Negatif,pegawai pemda jgn download sampah minimal orang it isi yg profesional jgn yg abal abal
2025-06-01 14:37:19,1,gak bisa dibuka,gak bisa dibuka,Negatif,gak buka
2025-06-01 06:48:24,1,"setiap tanggal merah system nya eror, aplikasi eror hahahaha lucu",setiap tanggal merah system nya eror aplikasi eror hahahaha lucu,Negatif,tanggal merah system eror eror hahahaha lucu
2025-05-31 20:38:30,1,"APLIKASI M BANKING JELEK BNGT KIRIM KODE OTP GAK MASUK"" SINYAL PAKE WIFI PDHL UDH BELI PULSA JG TTP AJA GA MASUK' TU OTP GAJELAS BNGT",aplikasi m banking jelek bngt kirim kode otp gak masuk sinyal pake wifi pdhl udh beli pulsa jg ttp aja ga masuk tu otp gajelas bngt,Negatif,m banking jelek bngt kirim kode otp gak masuk sinyal pake wifi pdhl udh beli pulsa jg ttp aja ga masuk tu otp gajelas bngt
2025-05-31 14:17:49,1,PARAH BANGAT.....GA BISA DIBUKA-BUKA.DAH MAU NERIMA DUIT ADA AJA.ANEH BANGAT...HARUS KE BANK DKI SEGALA.SEMENJAK MASALAH SISTEM SEBELUM LEBARAN JADI SERING ERROR...,parah bangat ga bisa dibuka buka dah mau nerima duit ada aja aneh bangat harus ke bank dki segala semenjak masalah sistem sebelum lebaran jadi sering error,Negatif,parah bangat ga buka buka dah nerima duit aja aneh bangat semenjak sistem lebaran error
2025-05-30 23:49:17,1,sebel bgt mw tf suka ngegantung dihati weekend heran.,sebel bgt mw tf suka ngegantung dihati weekend heran,Negatif,sebel bgt mw tf suka ngegantung hati weekend heran
2025-05-30 21:10:33,1,"Tgl 29/05/25 top up saldo Jakcard via jakone mobile, saldo rekening sudah terpotong ada mutasinya, saat update jaringan lemmmot bangettttt, & sudah 24 jam saldo jakcard msh belum brtambah, tolong solusinya....",tgl top up saldo jakcard via jakone mobile saldo rekening sudah terpotong ada mutasinya saat update jaringan lemmmot bangettttt sudah jam saldo jakcard msh belum brtambah tolong solusinya,Negatif,tgl top up saldo jakcard via saldo rekening potong mutasi update jaring lemmmot bangettttt jam saldo jakcard msh brtambah tolong solusi
2025-05-30 18:16:04,5,aplikasi yg cukup bagus.. jadi gak perlu datang ke bank DKI untuk mengecek saldo nya,aplikasi yg cukup bagus jadi gak perlu datang ke bank dki untuk mengecek saldo nya,Positif,yg bagus gak ecek saldo
2025-05-30 18:00:41,1,"aplikasi udh lebih dari 1 jam buat akun terkunci susah banget Nerima otp sya udah ke call center XL langsung bilangnya dari aplikasi jackmobilenya, ke cabang bang DKI ngomongnya dari xlnya yg bermasalah kacau bener make aplikasinya mana ngk dapet kartu atm-nya lagi kecewa banget parah ,duit nyangkut ,harusnya bisa buat keperluan malah kagak bisaa.. bukannya nya membantu malah menyulitkan ,yang ada duit di sedot setiap bulan buat adminnya !!!",aplikasi udh lebih dari jam buat akun terkunci susah banget nerima otp sya udah ke call center xl langsung bilangnya dari aplikasi jackmobilenya ke cabang bang dki ngomongnya dari xlnya yg bermasalah kacau bener make aplikasinya mana ngk dapet kartu atm nya lagi kecewa banget parah duit nyangkut harusnya bisa buat keperluan malah kagak bisaa bukannya nya membantu malah menyulitkan yang ada duit di sedot setiap bulan buat adminnya,Negatif,udh jam akun kunci susah banget nerima otp sya udah call center xl langsung bilang jackmobilenya cabang bang ngomongnya xlnya yg masalah kacau bener make aplikasi ngk dapet kartu atm kecewa banget parah duit nyangkut perlu kagak bisaa bantu sulit duit sedot adminnya
2025-05-30 13:21:21,1,jakone mobile saya gabisa dibuka kenapa ya? udah lengkapi data juga,jakone mobile saya gabisa dibuka kenapa ya udah lengkapi data juga,Negatif,gabisa buka ya udah lengkap data
2025-05-30 10:25:53,1,"Parah nih aplikasi... setelah kasus pas lebaran error, sekarang error yg dialami dr tgl 29mei '25 gak bisa masuk aplikasi. plis dah Pemda jgn pake bank DKI buat gajian.",parah nih aplikasi setelah kasus pas lebaran error sekarang error yg dialami dr tgl mei gak bisa masuk aplikasi plis dah pemda jgn pake bank dki buat gajian,Negatif,parah nih pas lebaran error error yg alami dr tgl mei gak masuk plis dah pemda jgn pake gaji
2025-05-30 06:16:21,1,"lagi butuh, ga bisa di pakai",lagi butuh ga bisa di pakai,Negatif,butuh ga pakai
2025-05-30 02:54:04,1,malah rusak lagi,malah rusak lagi,Negatif,rusak
2025-05-29 20:31:41,1,"bank nya kurang profesional,masih ecek-ecek.dikit-dikit pajak, seperti nya rating nya harus nya masih minus,. harus banyak perbaikan dn harus banyak belajar dari bank2 besar. sering error,baik itu apk nya ataupun human nya,. padahal sdh di pakai untuk rumah susun.. harus nya value nya lebih..",bank nya kurang profesional masih ecek ecek dikit dikit pajak seperti nya rating nya harus nya masih minus harus banyak perbaikan dn harus banyak belajar dari bank besar sering error baik itu apk nya ataupun human nya padahal sdh di pakai untuk rumah susun harus nya value nya lebih,Negatif,profesional ecek ecek dikit dikit pajak rating minus baik dn ajar error apk human sdh pakai rumah susun value
2025-05-29 19:45:37,3,kok eror ya mbanking,kok eror ya mbanking,Negatif,eror ya mbanking
2025-05-29 18:58:30,1,"potongan elit, pelayanan sulit",potongan elit pelayanan sulit,Negatif,potong elit layan sulit
2025-05-29 18:47:10,1,"nga rekomendasi bgt, setiap libur aplikasi ngga bisa di pakai",nga rekomendasi bgt setiap libur aplikasi ngga bisa di pakai,Negatif,nga rekomendasi bgt libur ngga pakai
2025-05-29 18:27:29,1,banyak banget kendalanya,banyak banget kendalanya,Negatif,banget kendala
2025-05-29 18:03:19,1,"Aplikasinya udah seperti ASN, hari libur ikut libur juga ga bisa digunakan",aplikasinya udah seperti asn hari libur ikut libur juga ga bisa digunakan,Negatif,aplikasi udah asn libur libur ga
2025-05-29 17:39:24,1,bank terdomgo yg pernah saya download,bank terdomgo yg pernah saya download,Negatif,terdomgo yg download
2025-05-29 17:03:13,1,"kalo bukan buat gajian males bgt, asli troble mulu minim solusi",kalo bukan buat gajian males bgt asli troble mulu minim solusi,Negatif,kalo gaji males bgt asli troble mulu minim solusi
